158,58068600,0,0,0,0,0,0
1990,58071272,118,2,118,2,0,0
1959,58065856,708,12,708,12,0,0
2009,58069368,3186,54,3186,54,0,0
1925,58083624,17582,298,17582,298,0,0
2115,58215576,168511,2882,168511,2882,0,0
2548,61029144,1934057,36176,1934057,36176,0,0
4958,89963216,11861651,397920,11861651,397920,0,0
24790,12651420,33932081,2001387,33932081,2001387,0,0
