346,10733580192,0,0,0,0,0,0
2271,10735282368,1610,28,1610,28,0,0
2258,10736283856,1489,26,1489,26,0,0
2318,10734894568,1652,28,1652,28,0,0
2259,10734793280,826,14,826,14,0,0
2241,10732837136,1652,28,1652,28,0,0
2256,10733263984,1180,20,1180,20,0,0
2164,10735231600,4720,80,4720,80,0,0
2181,10733783032,8606,148,8606,148,0,0
2178,10732955120,15846,270,15846,270,0,0
2398,10740089208,31894,542,31894,542,0,0
2133,10745997200,36401,622,36401,622,0,0
2287,10738102464,43597,744,43597,744,0,0
2182,10741116416,55079,940,55079,940,0,0
2197,10738629344,32324,550,32324,550,0,0
2146,10734648848,37749,642,37749,642,0,0
2168,10743739408,42385,722,42385,722,0,0
2266,10745695696,64983,1110,64983,1110,0,0
2181,10735699760,81317,1384,81317,1384,0,0
2266,10728682176,93002,1586,93002,1586,0,0
2157,10730351728,98759,1694,98759,1694,0,0
2165,10717952968,128664,2194,128664,2194,0,0
2139,10709716528,116685,1990,116685,1990,0,0
2148,10707186040,138468,2358,138468,2358,0,0
2280,10707380480,188863,3222,188863,3222,0,0
2186,10719447296,185935,3166,185935,3166,0,0
2226,10720629072,282905,4840,282905,4840,0,0
2195,10736523192,422246,7254,422246,7254,0,0
2286,10725630408,503405,8634,503405,8634,0,0
2174,10730936064,622468,10654,622468,10654,0,0
2221,10700473440,844332,14476,844332,14476,0,0
2253,10741016248,1090846,18746,1090846,18746,0,0
2282,10738903472,1435676,24728,1435676,24728,0,0
2273,10724357216,2011332,34778,2011332,34778,0,0
2257,10725915048,2617994,45442,2617994,45442,0,0
2322,10717267296,3530089,61792,3530089,61792,0,0
2437,10727052600,4609219,81262,4609219,81262,0,0
2426,10761077840,5879605,104652,5879605,104652,0,0
2592,10728564568,7933072,143656,7933072,143656,0,0
2763,10736807680,10656893,197264,10656893,197264,0,0
2860,10761099560,13968873,265976,13968873,265976,0,0
2909,10752719168,19016378,378046,19016378,378046,0,0
3078,10737113408,24839881,519566,24839881,519566,0,0
3232,10760777368,32442774,728632,32442774,728632,0,0
3275,10816999312,42961800,1069060,42961800,1069060,0,0
3584,10817809568,55309598,1557054,55309598,1557054,0,0
3787,10835377792,71167676,2325906,71167676,2325906,0,0
3802,10896372944,93541482,3601748,93541482,3601748,0,0
4082,11005258344,127674539,5718364,127674539,5718364,0,0
4537,11124367448,187260532,9510266,187260532,9510266,0,0
4764,11386422984,303161200,16964280,303161200,16964280,0,0
7801,11876078600,552939849,33238496,552939849,33238496,0,0
7389,13130822672,1220466586,77519918,1220466586,77519918,0,0
21352,18793939880,4341989991,288583460,4341989991,288583460,0,0
192244,1771475886,18080563519,1882752543,18080563519,1882752543,0,0
