2271,124929328,1652,28,1652,28,0,0
2181,124920968,3886,68,3886,68,0,0
2308,124925304,10154,178,10154,178,0,0
2195,124905808,17796,306,17796,306,0,0
2197,125019400,20516,352,20516,352,0,0
2194,124986272,23104,398,23104,398,0,0
2186,124975480,31841,544,31841,544,0,0
2256,124949248,48413,832,48413,832,0,0
2191,124981296,58992,1018,58992,1018,0,0
2245,125056128,70471,1214,70471,1214,0,0
2279,125160248,103315,1782,103315,1782,0,0
2203,125312016,143558,2474,143558,2474,0,0
2213,125413168,180366,3124,180366,3124,0,0
2239,125267840,212484,3688,212484,3688,0,0
2282,124986696,307885,5384,307885,5384,0,0
2234,125263056,406620,7150,406620,7150,0,0
2335,125638552,640553,11410,640553,11410,0,0
2405,125798616,923034,16656,923034,16656,0,0
2463,125825224,1341852,24636,1341852,24636,0,0
2709,126214280,1867013,35218,1867013,35218,0,0
2950,126845880,2656906,52050,2656906,52050,0,0
3182,128160416,3587412,74038,3587412,74038,0,0
3554,130057520,5177439,116838,5177439,116838,0,0
4126,132869600,7485442,195834,7485442,195834,0,0
4553,137739784,10533294,334622,10533294,334622,0,0
5021,147636792,15551137,637266,15551137,637266,0,0
5732,168731688,26023555,1349866,26023555,1349866,0,0
7692,233192008,60702343,3797718,60702343,3797718,0,0
32341,15673591,212832577,21623388,212832577,21623388,0,0
